Ticker,Earnings_Date,EPS_Estimate,EPS_Actual,EPS_Surprise,Surprise_Pct
GOOGL,2026-02-03,2.62,NA,NA,NA
GOOGL,2025-10-29,2.26,2.87,0.6100000000000003,26.88
GOOGL,2025-07-23,2.2,2.31,0.10999999999999988,5.09
GOOGL,2025-04-24,2.01,2.81,0.8000000000000003,40.1
GOOGL,2025-02-04,2.13,2.15,0.020000000000000018,1.18
GOOGL,2024-10-29,1.85,2.12,0.27,14.83
GOOGL,2024-07-23,1.84,1.89,0.04999999999999982,2.54
GOOGL,2024-04-25,1.51,1.89,0.3799999999999999,25.58
GOOGL,2024-01-30,1.6,1.64,0.039999999999999813,2.53
GOOGL,2023-10-24,1.45,1.55,0.10000000000000009,7.05
GOOGL,2023-07-25,1.34,1.44,0.09999999999999987,7.29
GOOGL,2023-04-25,1.07,1.17,0.09999999999999987,9.45
GOOGL,2023-02-02,1.19,1.05,-0.1399999999999999,-11.87
GOOGL,2022-10-25,1.26,1.06,-0.19999999999999996,-16.01
GOOGL,2022-07-26,1.29,1.21,-0.08000000000000007,-6.05
GOOGL,2022-04-26,1.28,1.23,-0.050000000000000044,-3.67
GOOGL,2022-02-01,1.36,1.53,0.16999999999999993,12.52
GOOGL,2021-10-26,1.16,1.4,0.24,20.44
GOOGL,2021-07-27,0.96,1.36,0.40000000000000013,41.37
GOOGL,2021-04-27,0.78,1.31,0.53,67.88
GOOGL,2021-02-02,0.8,1.12,0.32000000000000006,39.28
GOOGL,2020-10-29,0.56,0.82,0.2599999999999999,46.48
GOOGL,2020-07-30,0.41,0.51,0.10000000000000003,23.4
GOOGL,2020-04-28,0.54,0.49,-0.050000000000000044,-8.29
GOOGL,2020-02-03,0.63,0.77,0.14,22.57
GOOGL,2019-10-28,0.64,0.55,-0.08999999999999997,-14.08
GOOGL,2019-07-25,0.57,0.71,0.14,23.88
GOOGL,2019-04-29,0.5,0.48,-0.020000000000000018,-4.97
GOOGL,2019-02-04,0.54,0.64,0.09999999999999998,17.57
GOOGL,2018-10-25,0.52,0.65,0.13,24.84
GOOGL,2018-07-23,0.48,0.59,0.10999999999999999,23.16
GOOGL,2018-04-23,0.46,0.67,0.21000000000000002,43.72
GOOGL,2018-02-01,0.5,-0.22,-0.72,-143.27
GOOGL,2017-10-26,0.42,0.48,0.06,13.13
GOOGL,2017-07-24,0.41,0.45,0.040000000000000036,7.37
GOOGL,2017-04-27,0.47,0.5,0.030000000000000027,6.16
GOOGL,2017-01-26,0.48,0.47,-0.010000000000000009,-2.66
GOOGL,2016-10-27,0.43,0.45,0.020000000000000018,5.25
GOOGL,2016-07-28,0.4,0.42,0.019999999999999962,4.78
GOOGL,2016-04-21,0.31,0.3,-0.010000000000000009,-4.21
GOOGL,2016-02-01,0.33,0.35,0.019999999999999962,8.14
GOOGL,2015-10-22,0.36,0.37,0.010000000000000009,2
GOOGL,2015-07-16,0.33,0.35,0.019999999999999962,4.42
GOOGL,2015-04-23,0.27,0.26,-0.010000000000000009,-2.05
GOOGL,2015-01-29,0.36,0.34,-0.019999999999999962,-3.49
GOOGL,2014-10-16,0.33,0.32,-0.010000000000000009,-2.6
GOOGL,2014-07-17,0.31,0.3,-0.010000000000000009,-2.42
GOOGL,2014-04-16,0.26,0.25,-0.010000000000000009,-4.8
GOOGL,2014-01-30,0.31,0.3,-0.010000000000000009,-2.35
GOOGL,2013-10-17,0.26,0.27,0.010000000000000009,2.99
