Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2015-01-02,24.237552642822266,24.705322239577697,23.798602356597982,24.694236978633914,212818400
2015-01-05,23.55474090576172,24.0868012739077,23.36852070716593,24.006992134117137,257142000
2015-01-06,23.556962966918945,23.816341876980253,23.195604375837014,23.619036378758544,263188400
2015-01-07,23.88727569580078,23.987036263456744,23.654498782772745,23.76534460966741,160423600
2015-01-08,24.80508041381836,24.862720720656704,24.097883456887466,24.215381460812253,237458000
2015-01-09,24.83168601989746,25.106583234710648,24.432640311803063,24.97800165194986,214798000
2015-01-12,24.21981430053711,24.96913151622689,24.12005372825121,24.962481036924252,198603200
2015-01-13,24.43485450744629,25.00681938380781,24.144438980365567,24.70310120728101,268367600
2015-01-14,24.34174919128418,24.49471531323738,24.053549306454705,24.173263026705097,195826400
2015-01-15,23.681102752685547,24.399383248375585,23.645632967050208,24.38608229018397,240056000
2015-01-16,23.497098922729492,23.849589546937747,23.321962305734257,23.72765845555715,314053200
2015-01-20,24.102313995361328,24.1577369021971,23.610158312039985,23.907224280820753,199599600
2015-01-21,24.286319732666016,24.621072889818013,24.00255301394987,24.15330339614755,194303600
2015-01-22,24.918142318725586,24.933660666894788,24.324008616661335,24.443722313126493,215185600
2015-01-23,25.046724319458008,25.217426152284684,24.72527039983578,24.89597392403558,185859200
2015-01-26,25.07332992553711,25.35266192991213,25.006823433030068,25.215212472533512,222460000
2015-01-27,24.1954288482666,24.935879909246182,24.171042629136025,24.922577258846545,382274800
2015-01-28,25.56326675415039,26.186221517154262,25.56326675415039,26.077591377548313,585908400
2015-01-29,26.35913848876953,26.42342927258917,25.61868747113395,25.787173604889798,337745600
2015-01-30,25.9733943939209,26.602997864863603,25.90466883263632,26.248291564940033,334982000
2015-02-02,26.29927635192871,26.418990030058623,25.733963734027988,26.170696497379847,250956400
2015-02-03,26.303712844848633,26.401256014166293,26.07315334136271,26.270458761306564,207662800
2015-02-04,26.505451202392578,26.716059269378018,26.22833666007458,26.270458611746253,280598800
2015-02-05,26.69464111328125,26.759185637251118,26.541069601144372,26.7124451524758,168984800
2015-02-06,26.4698429107666,26.76363072271144,26.363010207310197,26.7124396631692,174826400
2015-02-09,26.64566993713379,26.672376838687786,26.35855885909115,26.385267458693313,155559200
2015-02-10,27.157583236694336,27.18651798938479,26.74361080930796,26.74583525332348,248034000
2015-02-11,27.794118881225586,27.803021749787224,27.264410937172286,27.32450317740265,294247200
2015-02-12,28.14577293395996,28.372791824140226,27.947688789457672,28.056745951498062,297898000
2015-02-13,28.28376579284668,28.328278436550338,27.96549546602483,28.328278436550338,217088800
2015-02-17,28.45069122314453,28.684386851565183,28.248154785440164,28.37501768994175,252609600
2015-02-18,28.648773193359375,28.662126646062973,28.36611265877822,28.406174714937425,179566800
2015-02-19,28.58867645263672,28.717765476256087,28.56196954985219,28.59535317833285,149449600
2015-02-20,28.822364807128906,28.822364807128906,28.499644027117633,28.626505179603992,195793600
2015-02-23,29.60135269165039,29.60135269165039,28.857981190998352,28.938105289015088,283896400
2015-02-24,29.416635513305664,29.73490760814688,29.194068849759947,29.588012795143243,276912400
2015-02-25,28.66434669494629,29.289761601489158,28.52190422778442,29.28085703698737,298846800
2015-02-26,29.027141571044922,29.12729588255046,28.179163192948533,28.664356851223026,365150000
2015-02-27,28.590913772583008,29.06052954681406,28.541948837177106,28.933664924326695,248059200
2015-03-02,28.73111915588379,28.99597393092262,28.555293050994763,28.76673062394371,192386800
2015-03-03,28.791215896606445,28.826827368145587,28.508555359921896,28.702190613855443,151265200
2015-03-04,28.608707427978516,28.835726296270856,28.559745903539564,28.73334756867589,126665200
2015-03-05,28.134647369384766,28.65545244734505,27.98997872615739,28.61761652931516,226068400
2015-03-06,28.176929473876953,28.7934381705221,28.101257649630615,28.57754831021603,291368400
2015-03-09,28.297119140625,28.837957778090015,27.83418017642311,28.479623696005753,354114000
2015-03-10,27.711767196655273,28.31492246485523,27.553745118097947,28.13464406642544,275426400
2015-03-11,27.206539154052734,27.769632348191667,27.1776061090033,27.765181763587254,275756000
2015-03-12,27.698415756225586,27.79857175613911,27.070777942685456,27.22212331535712,193450800
2015-03-13,27.507003784179688,27.909850462961522,27.282212752989896,27.687283875056004,207309200
2015-03-16,27.809690475463867,27.809690475463867,27.346753329791994,27.571544328615794,143497200
2015-03-17,28.274860382080078,28.33717875688107,27.965492951426334,28.021134600076984,204092400
2015-03-18,28.593135833740234,28.74670735507032,28.12574624044493,28.26596260901892,261083600
2015-03-19,28.377239227294922,28.766730746100933,28.354982908687088,28.6554474550135,183238000
2015-03-20,28.021137237548828,28.577552078379163,27.85643841749427,28.544168444485248,274780400
2015-03-23,28.312700271606445,28.455142776311558,28.159128756389002,28.29267009034257,150838800
2015-03-24,28.19696617126465,28.4974290763615,28.168031423359356,28.317152352132542,131369200
2015-03-25,27.460269927978516,28.225899671022653,27.460269927978516,28.163581286923453,206620800
2015-03-26,27.65167236328125,27.794114843477228,27.286663295523013,27.322274764596163,190291600
2015-03-27,27.43133544921875,27.75405636351956,27.355663614766957,27.72512331470832,158184800
2015-03-30,28.12574577331543,28.132422500558253,27.598262246500134,27.609391257270598,188398800
2015-03-31,27.693965911865234,28.15245262749894,27.678386315646087,28.063425635654404,168362400
2015-04-01,27.653902053833008,27.84753562116134,27.397950105676763,27.780764957103703,162485600
2015-04-02,27.892051696777344,27.94546721576615,27.640552000908354,27.827507166393538,128880400
2015-04-06,28.343862533569336,28.379474012627323,27.67171199781327,27.702871192964615,148776000
2015-04-07,28.04561996459961,28.515233965620876,28.038943237758097,28.4084029400596,140049200
2015-04-08,27.954368591308594,28.132422575820524,27.814152224688282,28.010010249212492,149316800
2015-04-09,28.168027877807617,28.17248016063967,27.74515270337457,28.010005798237138,129936000
2015-04-10,28.288211822509766,28.312694282018718,27.878690132629572,28.032259917310526,160752000
2015-04-13,28.23257827758789,28.615394872642348,28.179162758811124,28.570878827239042,145460400
2015-04-14,28.110158920288086,28.330499352662446,28.02335809244218,28.26595484256325,102098400
2015-04-15,28.216989517211914,28.294887477224574,28.045614005184056,28.134640972933457,115881600
2015-04-16,28.081228256225586,28.288215267615023,28.067874803248348,28.105710718716157,113476000
2015-04-17,27.765182495117188,28.07454992374797,27.700637979338687,27.94323644885431,207828000
2015-04-20,28.39949607849121,28.51522995625131,27.85865920574181,27.94768617989097,188217200
2015-04-21,28.24591827392578,28.533027594567137,28.192501085764203,28.51077297990487,129740400
2015-04-22,28.62651252746582,28.682154172649728,28.114610410602825,28.263729612164116,150618000
2015-04-23,28.86021614074707,29.02714112271059,28.519689449229297,28.555300927111567,183083600
2015-04-24,28.995975494384766,29.073875160454126,28.762279892273376,29.04271597324572,178103600
2015-04-27,29.523466110229492,29.630300552291022,29.18961612000708,29.44779426084253,387816800
2015-04-28,29.05829429626465,29.944108399445852,28.837955539227018,29.926306060290624,475696000
2015-04-29,28.630971908569336,29.28754280530617,28.555300067420788,28.96927414607103,253544400
2015-04-30,27.854206085205078,28.63096292538986,27.72734321045829,28.63096292538986,332781600
2015-05-01,28.699960708618164,28.962591047195207,27.88759402467133,28.06564627540629,234050400
2015-05-04,28.64432716369629,29.06052910836705,28.546397294361995,28.82238116284069,203953200
2015-05-05,27.998882293701172,28.588682495503758,27.99443001026383,28.521911828332453,197085600
2015-05-06,27.823055267333984,28.210320733308023,27.45581998326699,28.168032529661616,288564000
2015-05-07,27.99513816833496,28.178405008212785,27.718001616214615,27.88562378824217,175763600
2015-05-08,28.522600173950195,28.522600173950195,28.185120262756058,28.312513093384876,222201600
2015-05-11,28.232053756713867,28.509188703141405,28.07784075746508,28.471194739748423,168143200
2015-05-12,28.1314754486084,28.357205448229426,27.896803688642215,28.07113050226684,192640000
2015-05-13,28.162771224975586,28.42649694576511,28.131481877182047,28.194060572769125,138776800
2015-05-14,28.819843292236328,28.819843292236328,28.419786470046493,28.475660537464663,180814000
2015-05-15,28.779619216918945,28.940536824125893,28.654461835820847,28.846668788302317,152832000
2015-05-18,29.09697914123535,29.21543188827345,28.687980569086267,28.692451449243087,203531600
2015-05-19,29.070165634155273,29.25119709310559,28.97406045096111,29.208732250086047,178532800
2015-05-20,29.06792449951172,29.273540659872967,28.907006911353793,29.05451526887897,145819600
2015-05-21,29.365177154541016,29.418817491382214,29.016523490780013,29.07016382762121,158921600
2015-05-22,29.62220573425293,29.718310941363544,29.36742002301341,29.41212202275813,182384000
2015-05-26,28.969579696655273,29.704884189288705,28.85783158375624,29.635600904936386,282790400
2015-05-27,29.510454177856445,29.55962364372095,29.065698659741216,29.130511095498946,183332800
2015-05-28,29.452341079711914,29.49033504010866,29.300365238124932,29.470221192301462,122933200
2015-05-29,29.117095947265625,29.37858619337023,29.032166267061793,29.329416737492505,203538000
2015-06-01,29.175201416015625,29.36517460852647,29.065690426931717,29.11709361385442,128451200
2015-06-02,29.04557991027832,29.202026634245364,28.902542418325194,29.023228916733252,134670400
2015-06-03,29.08133316040039,29.264601736210718,29.032163708855297,29.20202305429558,123934000
2015-06-04,28.91147804260254,29.184143768776664,28.810905401701508,28.960647495537707,153800400
2015-06-05,28.75279426574707,28.98523230030165,28.687981846856992,28.942767462626342,142507200
2015-06-08,28.56282615661621,28.877956739709482,28.34603448543426,28.808670026111816,210699200
2015-06-09,28.477895736694336,28.625404100730464,28.075603453683758,28.316978141433584,224301600
2015-06-10,28.8042049407959,28.907011331555527,28.574002313838697,28.589646987016224,156349200
2015-06-11,28.73938751220703,29.094745799779854,28.71480278355391,28.8712495066725,141563600
