Price,Close,High,Low,Open,Volume
Ticker,NVDA,NVDA,NVDA,NVDA,NVDA
Date,,,,,
2015-01-02,0.4830383360385895,0.48663775266657,0.4753596187060886,0.4830383360385895,113680000
2015-01-05,0.4748796820640564,0.48447807824539446,0.47272006080162515,0.4830383116668458,197952000
2015-01-06,0.46048203110694885,0.4760793750444635,0.46000211855302553,0.4755994624905402,197764000
2015-01-07,0.4592823386192322,0.46792088095245704,0.45784257202856404,0.463841551814028,321808000
2015-01-08,0.4765593707561493,0.4794389037929278,0.46432144116601226,0.4645614117875406,283780000
2015-01-09,0.4784790277481079,0.48207844387734894,0.47176016531584,0.47823908574308466,209540000
2015-01-12,0.47248002886772156,0.4799187742160899,0.468160758297875,0.4796788036156698,190732000
2015-01-13,0.47176021337509155,0.4856778522728836,0.468400796119421,0.47607948456480526,236720000
2015-01-14,0.47367990016937256,0.47511966679063367,0.4655212989299397,0.46672109491252645,155260000
2015-01-15,0.4703204929828644,0.47991886105014137,0.47008052233902514,0.4770393563510369,188932000
2015-01-16,0.4789591133594513,0.47943902611956507,0.4681609189272039,0.469600685812943,181512000
2015-01-20,0.4803987741470337,0.4849579586638974,0.47439976585162646,0.48231842476352543,140308000
2015-01-21,0.4871177077293396,0.48831753251710885,0.47439986247511823,0.4777593089489979,144780000
2015-01-22,0.4955163896083832,0.49695615670182697,0.48303848441294267,0.4880776120291918,159712000
2015-01-23,0.496955931186676,0.4979157564098085,0.4919167486463689,0.4959960487527655,120416000
2015-01-26,0.4947962760925293,0.4971958677293964,0.49167680124352425,0.49479627609252924,133240000
2015-01-27,0.4710403084754944,0.4875975081704167,0.47008045464375725,0.48711756695185354,357948000
2015-01-28,0.46336159110069275,0.4787189949221203,0.46312162049200284,0.4767993158687682,272728000
2015-01-29,0.4746397137641907,0.47727924753822937,0.4614419304724366,0.4636015802207121,235340000
2015-01-30,0.46072208881378174,0.47679937794919164,0.4600022341047633,0.4712803106792295,298200000
2015-02-02,0.47080036997795105,0.47272004916697125,0.45448313977936594,0.46360159447316857,259604000
2015-02-03,0.4825582802295685,0.48303822140299413,0.4717601187244478,0.47415971017003017,183468000
2015-02-04,0.48375821113586426,0.48927727839770213,0.4796788818953367,0.48111867712743245,181516000
2015-02-05,0.4916767179965973,0.49191665995642564,0.48375806121458426,0.48423794513424095,140448000
2015-02-06,0.4895172417163849,0.4969560172075308,0.48735759168242754,0.49119695045031125,210524000
