Earnings_Date,Ticker,pred,trade_signal,actual_ret,net_cumret
2015-01-27,AAPL,0.06989431381225586,1,0.07002851541491294,0.07002851541491294
2015-04-27,AAPL,-0.018185388296842575,0,-0.01852523447050712,0
2015-07-21,AAPL,-0.038570765405893326,0,-0.03990696392704006,0
2015-10-27,AAPL,0.029608584940433502,1,0.02936505045746584,0.02936505045746584
2016-01-26,AAPL,-0.054544560611248016,0,-0.0548435173402434,0
2016-04-26,AAPL,-0.06399580091238022,0,-0.0642270455753513,0
2016-07-26,AAPL,0.06529422104358673,1,0.06616187104586356,0.06616187104586356
2016-10-25,AAPL,-0.020684881135821342,0,-0.02075434037643986,0
2017-01-31,AAPL,0.060645416378974915,1,0.06068244232463327,0.06068244232463327
2017-05-02,AAPL,-0.001560673350468278,0,-0.00177927451393167,0
2017-08-01,AAPL,0.046537015587091446,1,0.04675775757692401,0.04675775757692401
2017-11-02,AAPL,0.022594884037971497,1,0.02301673256629577,0.02301673256629577
2018-02-01,AAPL,-0.021692819893360138,0,-0.02218172943459517,0
2018-05-01,AAPL,0.05128934979438782,1,0.05138082622560712,0.05138082622560712
2018-07-31,AAPL,0.05792510136961937,1,0.05995037419777882,0.05995037419777882
2018-11-01,AAPL,-0.05975591018795967,0,-0.06001370943937145,0
2019-01-29,AAPL,0.05056345462799072,1,0.05278488148003002,0.05278488148003002
2019-04-30,AAPL,0.0571896955370903,1,0.05658763099715002,0.05658763099715002
2019-07-30,AAPL,0.03081752546131611,1,0.03128997836747148,0.03128997836747148
2019-10-30,AAPL,0.02526950277388096,1,0.0256327850476079,0.0256327850476079
2020-01-28,AAPL,0.022008970379829407,1,0.02179912032075925,0.02179912032075925
2020-04-30,AAPL,0.012113296426832676,1,0.01195966056907548,0.01195966056907548
2020-07-30,AAPL,0.09529831260442734,1,0.09701816874514656,0.09701816874514656
2020-10-29,AAPL,-0.04307788610458374,0,-0.04388855587415097,0
2021-01-27,AAPL,-0.04448827728629112,0,-0.04474574053575374,0
2021-04-28,AAPL,-0.007655463181436062,0,-0.00751163843473612,0
2021-07-27,AAPL,-0.01061945129185915,0,-0.01200957931622814,0
2021-10-28,AAPL,-0.020162349566817284,0,-0.02010516802759964,0
2022-01-27,AAPL,0.045139651745557785,1,0.04543003456672268,0.04543003456672268
2022-04-28,AAPL,-3.217220364604145e-5,0,-3.203480338742695e-4,0
2022-07-28,AAPL,0.01818876899778843,1,0.01858518695304445,0.01858518695304445
2022-10-27,AAPL,0.0509549044072628,1,0.05092615043979288,0.05092615043979288
2023-02-02,AAPL,0.0334257036447525,1,0.03475454081525419,0.03475454081525419
2023-05-04,AAPL,0.028382211923599243,1,0.02845215034822402,0.02845215034822402
2023-08-03,AAPL,-0.041638437658548355,0,-0.04271999910079694,0
2023-11-02,AAPL,0.034829482436180115,1,-0.01457500629762264,-0.01457500629762264
2024-02-01,AAPL,0.08310099691152573,1,-0.01608955384335508,-0.01608955384335508
2024-05-02,AAPL,0.01610570214688778,1,0.0472594630513139,0.0472594630513139
2024-08-01,AAPL,0.07264003902673721,1,0.02525126287170764,0.02525126287170764
2024-10-31,AAPL,0.06810401380062103,1,-0.01737215500314792,-0.01737215500314792
2025-01-30,AAPL,0.08408869057893753,1,-0.001645305746506,-0.001645305746506
2025-05-01,AAPL,0.018887748941779137,1,-0.05208828772901941,-0.05208828772901941
2025-07-31,AAPL,0.10831154137849808,1,-0.00901153544164556,-0.00901153544164556
2025-10-30,AAPL,6.675668410025537e-4,1,-0.00641301844728958,-0.00641301844728958
2015-01-29,GOOGL,0.06035729497671127,1,0.06037818953309393,0.06037818953309393
2015-04-23,GOOGL,0.026888540014624596,1,0.02680769795230776,0.02680769795230776
2015-07-16,GOOGL,0.16001787781715393,1,0.16147819767842164,0.16147819767842164
2015-10-22,GOOGL,0.045524079352617264,1,0.04503751577914516,0.04503751577914516
2016-02-01,GOOGL,0.03140091896057129,1,0.03189890567890995,0.03189890567890995
2016-04-21,GOOGL,-0.054416052997112274,0,-0.05418883554760601,0
2016-07-28,GOOGL,0.03193186596035957,1,0.03166534465682313,0.03166534465682313
2016-10-27,GOOGL,0.005980698391795158,1,0.00581220711008867,0.00581220711008867
2017-01-26,GOOGL,-0.014227760024368763,0,-0.01307775064343574,0
2017-04-27,GOOGL,0.03824701905250549,1,0.03902171922355934,0.03902171922355934
2017-07-24,GOOGL,-0.031782448291778564,0,-0.03225273773542336,0
2017-10-26,GOOGL,0.034613050520420074,1,0.03454247350496552,0.03454247350496552
2018-02-01,GOOGL,-0.031100716441869736,0,-0.03159314244580025,0
2018-04-23,GOOGL,-0.03373349830508232,0,-0.0342721710034598,0
2018-07-23,GOOGL,0.034048814326524734,1,0.03415390349484615,0.03415390349484615
2018-10-25,GOOGL,-2.986017498187721e-4,0,-6.504570789051013e-4,0
2019-02-04,GOOGL,0.0043297032825648785,1,0.00444684130398953,0.00444684130398953
2019-04-29,GOOGL,-0.07605177909135818,0,-0.0759706072314843,0
2019-07-25,GOOGL,0.08885432034730911,1,0.08881447450480984,0.08881447450480984
2019-10-28,GOOGL,-0.021096648648381233,0,-0.02113838111768073,0
2020-02-03,GOOGL,-0.04007621109485626,0,-0.0400647370503726,0
2020-04-28,GOOGL,0.06240782514214516,1,0.06232650630192049,0.06232650630192049
2020-07-30,GOOGL,-0.04000205174088478,0,-0.04044573957977269,0
2020-10-29,GOOGL,0.04975464940071106,1,0.05017350411584997,0.05017350411584997
2021-02-02,GOOGL,0.07168988138437271,1,0.07181634578381346,0.07181634578381346
2021-04-27,GOOGL,0.03037886694073677,1,0.03055323451298286,0.03055323451298286
2021-07-27,GOOGL,0.03153687343001366,1,0.03198316501133658,0.03198316501133658
2021-10-26,GOOGL,0.05433668568730354,1,0.05464656911840304,0.05464656911840304
2022-02-01,GOOGL,0.06454876810312271,1,0.06581506813903348,0.06581506813903348
2022-04-26,GOOGL,-0.03898776322603226,0,-0.03880687622208,0
2022-07-26,GOOGL,0.050340160727500916,1,0.05040061804240925,0.05040061804240925
2022-10-25,GOOGL,-0.0833696573972702,0,-0.08401737571807791,0
2023-02-02,GOOGL,-0.016840877011418343,0,-0.01711896749775621,0
2023-04-25,GOOGL,0.002782906638458371,1,0.00249311741371039,0.00249311741371039
2023-07-25,GOOGL,0.057730477303266525,1,0.05792487233356014,0.05792487233356014
2023-10-24,GOOGL,0.019926847890019417,1,-0.08075417432416088,-0.08075417432416088
2024-01-30,GOOGL,0.0650797039270401,1,-0.05889762064441362,-0.05889762064441362
2024-04-25,GOOGL,0.018235398456454277,1,0.09203444916066704,0.09203444916066704
2024-07-23,GOOGL,0.0407993420958519,1,-0.02723863566172023,-0.02723863566172023
2024-10-29,GOOGL,0.015468711964786053,1,0.03147094122034666,0.03147094122034666
2025-02-04,GOOGL,0.05227981135249138,1,-0.07683235545304068,-0.07683235545304068
2025-04-24,GOOGL,0.052282072603702545,1,0.00945274168066201,0.00945274168066201
2025-07-23,GOOGL,0.0029748191591352224,1,0.0094999390897954,0.0094999390897954
2025-10-29,GOOGL,0.07421397417783737,1,0.03507144928179417,0.03507144928179417
2015-02-11,NVDA,0.06175261735916138,1,0.06195570063936696,0.06195570063936696
2015-05-07,NVDA,-0.05815532058477402,0,-0.08726854329203859,0
2015-08-06,NVDA,0.1265844702720642,1,0.12659140285557144,0.12659140285557144
2015-11-05,NVDA,0.13906371593475342,1,0.1389262790385678,0.1389262790385678
2016-02-17,NVDA,0.09028793126344681,1,0.0907104176993698,0.0907104176993698
2016-05-13,NVDA,0.019872717559337616,1,0.01972972474013757,0.01972972474013757
2016-08-11,NVDA,0.055868297815322876,1,0.05674257519092163,0.05674257519092163
2016-11-10,NVDA,0.2989526689052582,1,0.2994647430101379,0.2994647430101379
2017-02-09,NVDA,-0.025918031111359596,0,-0.02728132374756042,0
2017-05-09,NVDA,0.1768806427717209,1,0.1771286041312694,0.1771286041312694
2017-08-10,NVDA,-0.05401967465877533,0,-0.05457168519696064,0
2017-11-09,NVDA,0.053129516541957855,1,0.05359594100903375,0.05359594100903375
2018-02-08,NVDA,0.05147835612297058,1,0.05199993636929557,0.05199993636929557
2018-05-10,NVDA,-0.022790413349866867,0,-0.02323536906172739,0
2018-08-16,NVDA,-0.05072425305843353,0,-0.05234441586624893,0
2018-11-15,NVDA,-0.18820081651210785,0,-0.18978182311168443,0
2019-02-14,NVDA,0.00782526284456253,1,0.00730544158266387,0.00730544158266387
2019-05-16,NVDA,-0.016973158344626427,0,-0.01701039928476456,0
2019-08-15,NVDA,0.057819265872240067,1,0.05810219286427198,0.05810219286427198
2019-11-14,NVDA,-0.033336739987134933,0,-0.03438872347250243,0
2020-02-13,NVDA,0.06726016104221344,1,0.06836125401954529,0.06836125401954529
2020-05-21,NVDA,0.025889623910188675,1,0.02624963129201752,0.02624963129201752
2020-08-19,NVDA,-0.003197111887857318,0,-0.00295273015933505,0
2020-11-18,NVDA,-0.002857004525139928,0,-0.00309013689633496,0
2021-02-24,NVDA,-0.0568053275346756,0,-0.05769914953997102,0
2021-05-26,NVDA,-0.014603097923099995,0,-0.01466840352215969,0
2021-08-18,NVDA,0.038912951946258545,1,0.03855427729319505,0.03855427729319505
2021-11-17,NVDA,0.07852496206760406,1,0.07911417524074893,0.07911417524074893
2022-02-16,NVDA,-0.05387229472398758,0,-0.05441824962144226,0
2022-05-25,NVDA,0.031450510025024414,1,0.03172170216963588,0.03172170216963588
2022-08-24,NVDA,0.026370208710432053,1,0.02603151646791546,0.02603151646791546
2022-11-16,NVDA,-0.011982177384197712,0,-0.01155561194323884,0
2023-02-22,NVDA,0.13520687818527222,1,0.13488428810493924,0.13488428810493924
2023-05-24,NVDA,0.23473197221755981,1,0.23493885874982176,0.23493885874982176
2023-08-23,NVDA,-0.04278017207980156,0,0.01445539131270445,0
2023-11-21,NVDA,-9.085789206437767e-4,0,-0.02864865275109862,0
2024-02-21,NVDA,0.12907317280769348,1,0.14288601788726485,0.14288601788726485
2024-05-22,NVDA,0.009186318144202232,1,0.10057726883452676,0.10057726883452676
2024-08-28,NVDA,-0.010113283060491085,0,-0.06380908646751693,0
2024-11-20,NVDA,0.053786855190992355,1,6.092545466569559e-6,6.092545466569559e-6
2025-02-26,NVDA,0.07003862410783768,1,-0.06891608197052335,-0.06891608197052335
2025-05-28,NVDA,0.003928885795176029,1,0.0284790248364064,0.0284790248364064
2025-08-27,NVDA,0.008757155388593674,1,-0.01103123603276345,-0.01103123603276345
